Distance_m,RSSI_dBm,Timestamp,RSSI_filtered
0.6,-56,1770628769.59631,-56.7764934895939
0.6,-56,1770628769.69784,-56.77495841020899
0.6,-56,1770628769.79758,-56.773429349766666
0.6,-56,1770628769.89837,-56.771906272861855
0.6,-56,1770628769.9981,-56.770389144366625
0.6,-56,1770628770.09715,-56.768877929427475
0.6,-56,1770628770.19678,-56.76737259346267
0.6,-56,1770628770.29685,-56.76587310215959
0.6,-56,1770628770.39624,-56.76437942147213
0.6,-56,1770628770.4983,-56.7628915176181
0.6,-56,1770628770.59686,-56.761409357076694
0.6,-56,1770628770.69788,-56.759932906585945
0.6,-57,1770628770.79755,-56.760397532216864
0.6,-56,1770628770.89904,-56.75892866443406
0.65,-56,1770628793.65023,-56.0
0.65,-56,1770628793.65035,-56.0
0.65,-57,1770628793.65043,-56.04347838610583
0.65,-57,1770628793.65052,-56.08333360729157
0.65,-56,1770628793.6507,-56.08000024679986
0.65,-56,1770628793.6508,-56.076923296153666
0.65,-57,1770628793.6509,-56.11111155843581
0.65,-56,1770628793.651,-56.10714325688727
0.65,-56,1770628793.65114,-56.10344862841799
0.65,-56,1770628793.65124,-56.10000030583272
0.65,-57,1770628793.65134,-56.12903288111223
0.65,-57,1770628793.65143,-56.15625094150192
0.65,-57,1770628793.65154,-56.18181944228351
0.65,-57,1770628793.65165,-56.20588393230546
0.65,-57,1770628793.65174,-56.22857332632081
0.65,-57,1770628793.65183,-56.250002215270314
0.65,-57,1770628793.65191,-56.27027280192623
0.65,-57,1770628793.652,-56.28947653090926
0.65,-56,1770628793.6521,-56.282053898278114
0.65,-56,1770628793.65219,-56.27500239154946
0.65,-57,1770628793.65228,-56.29268568421972
0.65,-57,1770628793.65237,-56.30952692931772
0.65,-57,1770628793.65245,-56.325584874179725
0.65,-57,1770628793.65253,-56.34091292549008
0.65,-56,1770628793.65261,-56.33333685626909
0.65,-57,1770628793.65271,-56.347829988957066
0.65,-57,1770628793.65279,-56.36170640485269
0.65,-57,1770628793.65287,-56.37500464865628
0.65,-57,1770628793.65296,-56.38776011856993
0.65,-57,1770628793.65304,-56.40000538094657
0.65,-57,1770628793.65313,-56.41177044792153
0.65,-58,1770628793.65322,-56.44231458838832
0.65,-58,1770628793.65334,-56.47170614793646
0.65,-58,1770628793.65343,-56.50000915869267
0.65,-57,1770628793.65352,-56.50910032674619
0.65,-57,1770628793.65366,-56.51786681897734
0.65,-57,1770628793.65376,-56.52632572355023
0.65,-57,1770628793.65385,-56.53449295013742
0.65,-57,1770628793.654,-56.54238332979185
0.65,-57,1770628793.65411,-56.55001070483164
0.65,-57,1770628793.6542,-56.55738800988375
0.65,-57,1770628793.6543,-56.56452734508474
0.65,-57,1770628793.6544,-56.57144004231004
0.65,-57,1770628793.65449,-56.57813672519422
0.65,-57,1770628793.65459,-56.584627363610984
0.65,-56,1770628793.65468,-56.57576876128848
0.65,-56,1770628793.65478,-56.56717458491694
0.65,-57,1770628793.65492,-56.5735401327515
0.65,-57,1770628793.65501,-56.57972117928722
0.65,-57,1770628793.65511,-56.58572563170863
0.65,-57,1770628793.65521,-56.59156095172585
0.65,-57,1770628793.65531,-56.597234186510285
0.65,-56,1770628793.65541,-56.58905219836463
0.65,-56,1770628793.65551,-56.58109133498117
0.65,-57,1770628793.6556,-56.58667728785133
0.65,-57,1770628793.6557,-56.59211624899768
0.65,-56,1770628793.65579,-56.58442569478602
0.65,-56,1770628793.65587,-56.57693232434584
0.65,-57,1770628793.65597,-56.58228814950381
0.65,-57,1770628793.65606,-56.58751008611323
0.65,-58,1770628793.65617,-56.60495007826586
0.65,-58,1770628793.65625,-56.62196472836015
0.65,-59,1770628793.65635,-56.65061894343024
0.65,-57,1770628793.65664,-56.65477871603035
0.65,-56,1770628793.65677,-56.64707453693383
0.65,-56,1770628793.65694,-56.63954951387863
0.65,-56,1770628793.65703,-56.63219746907905
0.65,-58,1770628793.65712,-56.64774262983988
0.65,-58,1770628793.6572,-56.66293848390995
0.65,-58,1770628793.65729,-56.6777966748295
0.65,-58,1770628793.65738,-56.69232833433551
0.65,-58,1770628793.65747,-56.70654411017702
0.65,-58,1770628793.65756,-56.720454192136
0.65,-58,1770628793.65766,-56.73406833638724
0.65,-58,1770628793.65775,-56.747395888319744
0.65,-57,1770628793.65785,-56.75002757562617
0.65,-57,1770628793.65795,-56.75260500552998
0.65,-58,1770628793.65803,-56.76533551611139
0.65,-57,1770628793.65812,-56.767706242813894
0.65,-58,1770628793.6582,-56.780031188219134
0.65,-58,1770628793.65826,-56.79211209572408
0.65,-58,1770628793.65833,-56.8039561429052
0.65,-58,1770628793.65841,-56.815570228598475
0.65,-58,1770628793.65848,-56.826960986300335
0.65,-59,1770628793.65854,-56.84766032014189
0.65,-60,1770628793.6586,-56.87740482944701
0.65,-60,1770628793.65867,-56.906593418798714
0.65,-59,1770628793.65873,-56.92598050671963
0.65,-60,1770628793.6588,-56.95418799610394
0.65,-60,1770628793.65886,-56.98188267290682
0.65,-60,1770628793.65893,-57.00907839691197
0.65,-60,1770628793.65899,-57.03578853291135
0.65,-60,1770628793.65906,-57.06202597260745
0.65,-60,1770628793.65912,-57.08780315536282
0.65,-60,1770628793.65918,-57.11313208786699
0.65,-59,1770628793.65925,-57.12940177398859
0.65,-58,1770628793.65931,-57.136844452500775
0.65,-57,1770628793.65938,-57.13568448926076
0.65,-57,1770628793.65944,-57.13454401893945
0.65,-57,1770628793.6595,-57.13342255421439
0.65,-58,1770628793.65957,-57.14058606988676
0.65,-57,1770628793.65978,-57.139433443878744
0.65,-57,1770628793.65984,-57.13829955743414
0.65,-58,1770628793.65991,-57.14525050690385
0.65,-59,1770628793.66006,-57.160092305807474
0.65,-58,1770628793.66014,-57.16675997612704
0.65,-58,1770628793.6602,-57.17332265763867
0.65,-58,1770628793.66027,-57.17978281101506
0.65,-58,1770628793.66033,-57.18614282062904
0.65,-60,1770628793.66041,-57.20779388147885
0.65,-66,1770628793.66047,-57.274928871436266
0.65,-76,1770628793.66053,-57.416826064029934
0.65,-75,1770628793.6606,-57.54906879187184
0.65,-72,1770628793.66066,-57.65694337415843
0.65,-74,1770628793.66073,-57.77803930422993
0.65,-72,1770628793.66079,-57.88264432948604
0.65,-71,1770628793.66085,-57.97842098716841
0.65,-67,1770628793.66092,-58.04381521296419
0.65,-66,1770628793.66098,-58.10107213381268
0.65,-66,1770628793.66105,-58.15751123001172
0.65,-66,1770628793.66111,-58.21314990206927
0.65,-70,1770628793.66118,-58.296183416197124
0.65,-74,1770628793.66124,-58.40603725377248
0.65,-71,1770628793.6613,-58.49352516271823
0.65,-67,1770628793.66137,-58.55221080017461
0.65,-64,1770628793.66143,-58.58953751274011
0.65,-64,1770628793.66151,-58.62635646881285
0.65,-65,1770628793.66158,-58.66943715340809
0.65,-66,1770628793.66164,-58.71865354104062
0.65,-71,1770628793.6617,-58.800559511426364
0.65,-74,1770628793.66176,-58.901255845283266
0.65,-73,1770628793.66183,-58.9940460280755
0.65,-71,1770628793.66189,-59.07254656545653
0.65,-70,1770628793.66198,-59.14353177072749
0.65,-69,1770628793.66205,-59.20714705231084
0.65,-69,1770628793.66211,-59.26994691607083
0.65,-71,1770628793.66217,-59.344690969721825
0.65,-70,1770628793.66223,-59.41215737260388
0.65,-67,1770628793.6623,-59.45989953301763
0.65,-70,1770628793.66236,-59.52580295169265
0.65,-71,1770628793.66243,-59.59710170186957
0.65,-68,1770628793.6625,-59.64899388112563
0.65,-71,1770628793.66257,-59.71866245370933
0.65,-70,1770628793.66263,-59.78138133241246
0.65,-71,1770628793.66269,-59.849403478335915
0.65,-72,1770628793.66276,-59.92263309890052
0.65,-74,1770628793.66282,-60.006967473907665
0.65,-67,1770628793.66288,-60.048612041100284
0.65,-70,1770628793.66295,-60.10752372928995
0.65,-71,1770628793.66301,-60.171627659857776
0.65,-71,1770628793.66307,-60.23498201667243
0.65,-69,1770628793.66314,-60.28596629218661
0.65,-66,1770628793.6632,-60.31901169644141
0.65,-63,1770628793.66326,-60.334427371452044
0.65,-63,1770628793.66333,-60.34966691158073
0.65,-62,1770628793.66339,-60.3590485968492
0.65,-62,1770628793.66345,-60.36832430162071
0.65,-62,1770628793.66352,-60.37749581208183
0.65,-62,1770628793.66358,-60.38656487450439
0.65,-62,1770628793.66364,-60.39553319635418
0.65,-62,1770628793.66371,-60.40440244736299
0.65,-62,1770628793.66377,-60.413174260565214
0.65,-62,1770628793.66383,-60.42185023330053
0.65,-62,1770628793.6639,-60.430431928183864
0.65,-62,1770628793.66396,-60.438920874043895
0.65,-62,1770628793.66402,-60.44731856683128
0.65,-62,1770628793.66409,-60.455626470497755
0.65,-62,1770628793.66415,-60.463846017847175
0.65,-62,1770628793.66422,-60.4719786113595
0.65,-61,1770628793.66428,-60.47475932818359
0.65,-61,1770628793.66434,-60.47751093627264
0.65,-61,1770628793.66441,-60.480233890450236
0.65,-61,1770628793.66448,-60.48292863611357
0.65,-59,1770628793.66454,-60.4752799217432
0.65,-58,1770628793.6646,-60.462578204725055
0.65,-59,1770628793.66467,-60.4551113350849
0.65,-59,1770628793.66473,-60.44772024707633
0.65,-59,1770628793.6648,-60.44040379249386
0.65,-59,1770628793.66486,-60.433160846211486
0.65,-59,1770628793.66492,-60.425990305605715
0.65,-59,1770628793.66499,-60.4188910899958
0.65,-59,1770628793.66505,-60.41186214010061
0.65,-59,1770628793.66511,-60.40490241751152
0.65,-58,1770628793.66517,-60.39310557179283
0.65,-58,1770628793.66524,-60.38142377753604
0.65,-58,1770628793.6653,-60.36985535923601
0.65,-58,1770628793.66536,-60.35839867376447
0.65,-58,1770628793.66542,-60.34705210959176
0.65,-59,1770628793.66549,-60.34060223006694
0.65,-59,1770628793.66555,-60.33421375571897
0.65,-59,1770628793.66562,-60.32788581348929
0.65,-58,1770628793.66568,-60.316897060562475
0.65,-59,1770628793.66574,-60.31070980742992
0.65,-58,1770628793.6658,-60.29990392168002
0.65,-58,1770628793.66587,-60.28919851763295
0.65,-58,1770628793.66593,-60.27859219971087
0.65,-59,1770628793.666,-60.27269548150862
0.65,-58,1770628793.66607,-60.26226207935728
0.65,-59,1770628793.66613,-60.25649375380634
0.65,-58,1770628793.66619,-60.24622875362046
0.65,-58,1770628793.66626,-60.236056612092284
0.65,-58,1770628793.66632,-60.22597607437636
0.65,-59,1770628793.66638,-60.220473901675085
0.65,-59,1770628793.66645,-60.215020835265115
0.65,-60,1770628793.66652,-60.21406438680795
0.65,-61,1770628793.66658,-60.21754491635218
0.65,-60,1770628793.66665,-60.21658575175104
0.65,-60,1770628793.66671,-60.215634997280915
0.65,-60,1770628793.66677,-60.21469254276554
0.65,-60,1770628793.66683,-60.21375827994475
0.65,-60,1770628793.6669,-60.21283210243301
0.65,-59,1770628793.66696,-60.20759972213488
0.65,-59,1770628793.66703,-60.202412234937015
0.65,-58,1770628793.66709,-60.19299168894342
0.65,-58,1770628793.66715,-60.183651281426
0.65,-58,1770628793.66722,-60.17438999367644
0.65,-58,1770628793.66728,-60.16520682417981
0.65,-58,1770628793.66735,-60.156100788253354
0.65,-58,1770628793.66741,-60.14707091769436
0.65,-58,1770628793.66747,-60.1381162604368
0.65,-59,1770628793.66753,-60.133389246609504
0.65,-58,1770628793.6676,-60.12456504333077
0.65,-59,1770628793.66766,-60.11993268047932
0.65,-58,1770628793.66772,-60.11123586975876
0.65,-58,1770628793.66779,-60.10261001838761
0.65,-58,1770628793.66785,-60.094054261008985
0.65,-58,1770628793.66791,-60.085567746279864
0.65,-59,1770628793.7014,-60.08118600016693
0.65,-59,1770628793.80129,-60.076839430866464
0.65,-59,1770628793.90289,-60.07252761625723
0.65,-59,1770628794.00189,-60.06825014094503
0.65,-59,1770628794.10387,-60.06400659612922
0.65,-59,1770628794.20315,-60.0597965794724
0.65,-59,1770628794.30145,-60.055619694973196
0.65,-59,1770628794.40115,-60.05147555284202
0.65,-59,1770628794.50292,-60.04736376937974
0.65,-59,1770628794.60115,-60.04328396685921
0.65,-59,1770628794.70164,-60.03923577340948
0.65,-59,1770628794.80138,-60.03521882290282
0.65,-59,1770628794.902,-60.031232754844204
0.65,-59,1770628795.00108,-60.02727721426345
0.65,-59,1770628795.1027,-60.02335185160975
0.65,-59,1770628795.20216,-60.019456322648686
0.65,-59,1770628795.30176,-60.01559028836148
0.65,-59,1770628795.40397,-60.01175341484663
0.65,-59,1770628795.50153,-60.007945373223706
0.65,-59,1770628795.60289,-60.00416583953933
0.65,-59,1770628795.70197,-60.00041449467525
0.65,-58,1770628795.80216,-59.99296909656086
0.65,-59,1770628795.90146,-59.989286992438494
0.65,-58,1770628796.00286,-59.98193752029564
0.65,-59,1770628796.1019,-59.978323031685555
0.65,-59,1770628796.201,-59.97473500661991
0.65,-59,1770628796.30202,-59.971173155352304
0.65,-59,1770628796.40201,-59.96763719235083
0.65,-59,1770628796.50162,-59.96412683622172
0.65,-58,1770628796.602,-59.957027112422516
0.65,-58,1770628796.7009,-59.94997843331692
0.65,-58,1770628796.80291,-59.94298025003814
0.65,-59,1770628796.90142,-59.939608089035886
0.65,-59,1770628797.00179,-59.936259913597205
0.65,-59,1770628797.10155,-59.93293546855695
0.65,-59,1770628797.20146,-59.929634502356535
0.65,-59,1770628797.3015,-59.92635676698046
0.65,-59,1770628797.401,-59.923102017894145
0.65,-59,1770628797.50287,-59.91987001398307
0.65,-59,1770628797.60183,-59.9166605174932
0.65,-59,1770628797.70109,-59.913473293972636
0.65,-59,1770628797.80181,-59.91030811221449
0.65,-59,1770628797.90198,-59.90716474420092
0.65,-59,1770628798.00208,-59.904042965048376
0.65,-59,1770628798.10133,-59.90094255295388
0.65,-59,1770628798.20181,-59.89786328914249
0.65,-59,1770628798.302,-59.89480495781581
0.65,-59,1770628798.40188,-59.89176734610149
0.65,-58,1770628798.50225,-59.88536696011169
0.65,-59,1770628798.60107,-59.88238156864467
0.65,-58,1770628798.70195,-59.87605555519673
0.65,-59,1770628798.80185,-59.87312126221605
0.65,-59,1770628798.90291,-59.87020651671157
0.65,-59,1770628799.00194,-59.867311123858315
0.65,-59,1770628799.10109,-59.8644348914118
0.65,-59,1770628799.2011,-59.86157762966539
0.65,-59,1770628799.30106,-59.85873915140862
0.65,-59,1770628799.40206,-59.85591927188623
0.65,-59,1770628799.50236,-59.85311780875806
0.65,-59,1770628799.60113,-59.850334582059716
0.65,-59,1770628799.70141,-59.84756941416402
0.65,-59,1770628799.8005,-59.84482212974316
0.65,-59,1770628799.90107,-59.84209255573161
0.65,-59,1770628800.00291,-59.8393805212898
0.65,-59,1770628800.10113,-59.83668585776837
0.65,-59,1770628800.20197,-59.83400839867326
0.65,-59,1770628800.30163,-59.83134797963133
0.65,-59,1770628800.40291,-59.82870443835672
0.65,-59,1770628800.50124,-59.826077614617844
0.65,-59,1770628800.60291,-59.82346735020493
0.65,-59,1770628800.70202,-59.82087348889829
0.65,-59,1770628800.80265,-59.81829587643711
0.65,-59,1770628800.90189,-59.81573436048882
0.65,-59,1770628801.00179,-59.813188790619066
0.65,-59,1770628801.10105,-59.81065901826227
