Distance_m,RSSI_dBm,Timestamp
0.85,-61,1770628911.547710
0.85,-63,1770628911.647150
0.85,-62,1770628911.7468500
0.85,-62,1770628911.847120
0.85,-62,1770628911.947820
0.85,-62,1770628912.048000
0.85,-62,1770628912.1466500
0.85,-63,1770628912.2481900
0.85,-62,1770628912.3483800
0.85,-62,1770628912.449940
0.85,-62,1770628912.5490800
0.85,-61,1770628912.6518900
0.85,-62,1770628912.7509600
0.85,-62,1770628912.850880
0.85,-62,1770628912.950700
0.85,-62,1770628913.0535000
0.85,-62,1770628913.1506000
0.85,-62,1770628913.2507300
0.85,-62,1770628913.3502100
0.85,-62,1770628913.449560
0.85,-62,1770628913.5509100
0.85,-62,1770628913.6517200
0.85,-62,1770628913.7510500
0.85,-62,1770628913.8507900
0.85,-62,1770628913.9502600
0.85,-63,1770628914.0509400
0.85,-63,1770628914.1507100
0.85,-63,1770628914.2507400
0.85,-62,1770628914.3517400
0.85,-62,1770628914.4510900
0.85,-62,1770628914.5517400
0.85,-62,1770628914.6509100
0.85,-62,1770628914.7514800
0.85,-62,1770628914.8522700
0.85,-62,1770628914.9515600
0.85,-62,1770628915.052680
0.85,-62,1770628915.1528100
0.85,-62,1770628915.2524200
0.85,-62,1770628915.353130
0.85,-62,1770628915.4529300
0.85,-62,1770628915.5534200
0.85,-62,1770628915.6538500
0.85,-62,1770628915.7538800
0.85,-62,1770628915.8539500
0.85,-62,1770628915.9530000
0.85,-62,1770628916.0538900
0.85,-62,1770628916.154030
0.85,-62,1770628916.252900
0.85,-62,1770628916.3550500
0.85,-62,1770628916.4543000
0.85,-62,1770628916.5557800
0.85,-62,1770628916.6565100
0.85,-62,1770628916.7558400
0.85,-62,1770628916.8559100
0.85,-62,1770628916.95512
0.85,-62,1770628917.0553600
0.85,-62,1770628917.155340
0.85,-62,1770628917.2560700
0.85,-62,1770628917.3561500
0.85,-62,1770628917.4560300
0.85,-62,1770628917.5569100
0.85,-62,1770628917.6568200
0.85,-62,1770628917.7571900
0.85,-62,1770628917.8571000
0.85,-62,1770628917.9576700
0.85,-62,1770628918.0578600
0.85,-62,1770628918.1571000
0.85,-62,1770628918.2578
0.85,-62,1770628918.3576100
0.85,-62,1770628918.4570000
0.85,-62,1770628918.556840
0.85,-62,1770628918.6577800
0.85,-62,1770628918.7578000
0.85,-62,1770628918.8577800
0.85,-62,1770628918.9579000
0.85,-62,1770628919.0562500
0.85,-62,1770628919.1578900
0.85,-62,1770628919.257120
0.85,-62,1770628919.3568600
0.85,-62,1770628919.4575600
0.85,-62,1770628919.5592700
0.85,-62,1770628919.6572100
0.85,-62,1770628919.7574100
0.85,-62,1770628919.8579600
0.85,-62,1770628919.9575
0.85,-62,1770628920.057110
0.85,-62,1770628920.1576100
0.85,-62,1770628920.2563300
0.85,-62,1770628920.3568100
0.85,-62,1770628920.4570500
0.85,-62,1770628920.5573500
0.85,-62,1770628920.6579900
0.85,-62,1770628920.7572300
0.85,-62,1770628920.8579100
0.85,-62,1770628920.9570200
0.9,-61,1770628927.6925900
0.9,-62,1770628927.6926800
0.9,-62,1770628927.6927500
0.9,-62,1770628927.6928200
0.9,-62,1770628927.6929000
0.9,-62,1770628927.6929600
0.9,-62,1770628927.6930300
0.9,-62,1770628927.6930900
0.9,-62,1770628927.6931500
0.9,-62,1770628927.6932200
0.9,-61,1770628927.693280
0.9,-62,1770628927.6933500
0.9,-62,1770628927.6934100
0.9,-62,1770628927.6934700
0.9,-63,1770628927.6935400
0.9,-62,1770628927.6936000
0.9,-63,1770628927.6936600
0.9,-61,1770628927.693730
0.9,-61,1770628927.693790
0.9,-62,1770628927.6938600
0.9,-61,1770628927.6939200
0.9,-62,1770628927.6939800
0.9,-61,1770628927.694060
0.9,-61,1770628927.6941300
0.9,-60,1770628927.6941900
0.9,-60,1770628927.6942500
0.9,-60,1770628927.6943200
0.9,-61,1770628927.6943800
0.9,-62,1770628927.6944400
0.9,-62,1770628927.6945100
0.9,-63,1770628927.694580
0.9,-63,1770628927.6946400
0.9,-62,1770628927.6947000
0.9,-62,1770628927.6947700
0.9,-62,1770628927.6948300
0.9,-62,1770628927.6948900
0.9,-62,1770628927.6949600
0.9,-62,1770628927.6950200
0.9,-62,1770628927.6950800
0.9,-62,1770628927.6951500
0.9,-62,1770628927.695210
0.9,-62,1770628927.6952800
0.9,-62,1770628927.6953400
0.9,-62,1770628927.6954000
0.9,-62,1770628927.6954700
0.9,-62,1770628927.695530
0.9,-62,1770628927.6956100
0.9,-63,1770628927.6957800
0.9,-63,1770628927.695850
0.9,-63,1770628927.6959200
0.9,-63,1770628927.6960100
0.9,-63,1770628927.6962000
0.9,-63,1770628927.6963600
0.9,-63,1770628927.696440
0.9,-63,1770628927.6965300
0.9,-63,1770628927.696610
0.9,-63,1770628927.6967000
0.9,-63,1770628927.6967800
0.9,-62,1770628927.6968700
0.9,-62,1770628927.6969500
0.9,-62,1770628927.697020
0.9,-62,1770628927.697080
0.9,-62,1770628927.6971400
0.9,-63,1770628927.6972100
0.9,-63,1770628927.6972700
0.9,-64,1770628927.6973400
0.9,-63,1770628927.697400
0.9,-63,1770628927.7600100
0.9,-62,1770628927.8590300
0.9,-63,1770628927.9591900
0.9,-63,1770628928.058910
0.9,-62,1770628928.1590500
0.9,-62,1770628928.2575900
0.9,-63,1770628928.3597600
0.9,-63,1770628928.4581300
0.9,-63,1770628928.559120
0.9,-63,1770628928.6582600
0.9,-63,1770628928.7594700
0.9,-63,1770628928.8589400
0.9,-63,1770628928.9585400
0.9,-63,1770628929.0589500
0.9,-62,1770628929.1590100
0.9,-62,1770628929.2590300
0.9,-62,1770628929.3590500
0.9,-62,1770628929.458340
0.9,-62,1770628929.5599600
0.9,-63,1770628929.6589000
0.9,-63,1770628929.7589200
0.9,-63,1770628929.858870
0.9,-63,1770628929.9589400
0.9,-63,1770628930.0583400
0.9,-63,1770628930.1600000
0.9,-63,1770628930.2586000
0.9,-63,1770628930.358090
0.9,-63,1770628930.4590300
0.9,-63,1770628930.5587300
0.9,-63,1770628930.658950
0.9,-63,1770628930.758680
0.9,-63,1770628930.8581400
0.9,-63,1770628930.9588700
0.9,-63,1770628931.058090
0.9,-63,1770628931.1588400
0.9,-63,1770628931.258760
0.9,-63,1770628931.357880
0.9,-63,1770628931.4581000
0.9,-63,1770628931.5581000
0.9,-63,1770628931.6586600
0.9,-63,1770628931.7582200
0.9,-63,1770628931.859040
0.9,-63,1770628931.9598000
0.9,-63,1770628932.0577900
0.9,-63,1770628932.1597600
0.9,-63,1770628932.2586000
0.9,-63,1770628932.3590500
0.9,-63,1770628932.4587600
0.9,-63,1770628932.5601300
0.9,-63,1770628932.6584700
0.9,-63,1770628932.7596700
0.9,-63,1770628932.858650
0.9,-63,1770628932.958830
0.9,-63,1770628933.058800
0.9,-63,1770628933.1588600
0.9,-62,1770628933.258730
0.9,-63,1770628933.3598100
0.9,-63,1770628933.4587600
0.9,-62,1770628933.557520
0.9,-63,1770628933.6578300
0.9,-63,1770628933.7590100
0.9,-63,1770628933.858610
0.9,-63,1770628933.960040
0.9,-63,1770628934.0587900
0.9,-63,1770628934.1580900
0.9,-63,1770628934.2579000
0.9,-62,1770628934.3582300
0.9,-62,1770628934.4577300
0.9,-62,1770628934.5589000
0.9,-62,1770628934.6578900
0.9,-62,1770628934.758170
0.9,-62,1770628934.857870
0.9,-62,1770628934.9579300
0.9,-62,1770628935.0585300
0.9,-62,1770628935.1584100
0.9,-62,1770628935.258640
0.9,-61,1770628935.3585400
0.9,-62,1770628935.4578300
0.9,-62,1770628935.5579000
0.9,-62,1770628935.65832
0.9,-62,1770628935.7587400
0.9,-62,1770628935.8587800
0.9,-61,1770628935.9586100
0.9,-62,1770628936.0581600
0.9,-62,1770628936.158660
0.9,-62,1770628936.2577700
0.9,-62,1770628936.3584100
0.9,-62,1770628936.4576100
0.9,-62,1770628936.5590000
0.9,-62,1770628936.6583900
0.9,-62,1770628936.7586100
0.9,-62,1770628936.8579600
0.9,-62,1770628936.9591000
0.9,-61,1770628937.0584500
0.9,-61,1770628937.1586200
0.9,-61,1770628937.2591400
0.9,-61,1770628937.3589100
0.9,-61,1770628937.4588700
0.9,-61,1770628937.558720
0.9,-61,1770628937.6588800
0.9,-61,1770628937.7587900
0.9,-61,1770628937.8643400
0.9,-61,1770628937.9587500
0.9,-61,1770628938.0593600
0.9,-61,1770628938.1597900
0.9,-61,1770628938.259390
0.9,-61,1770628938.3596500
0.9,-61,1770628938.4592100
0.9,-62,1770628938.5609700
0.9,-62,1770628938.6610300
0.9,-62,1770628938.7614300
0.9,-62,1770628938.8626100
0.9,-62,1770628938.9619700
0.9,-62,1770628939.0628100
0.9,-62,1770628939.1623800
0.9,-62,1770628939.262570
0.9,-62,1770628939.3630500
0.9,-62,1770628939.462710
0.9,-62,1770628939.563770
0.9,-62,1770628939.6618000
0.9,-62,1770628939.7623600
0.9,-62,1770628939.862510
0.9,-62,1770628939.963300
0.9,-62,1770628940.0626900
0.9,-62,1770628940.1633900
0.9,-62,1770628940.262510
0.9,-62,1770628940.3637300
0.9,-62,1770628940.4627400
0.9,-62,1770628940.5631500
0.9,-62,1770628940.6617000
0.9,-62,1770628940.7629800
0.9,-62,1770628940.862800
0.9,-62,1770628940.9638200
0.95,-62,1770628952.508260
0.95,-62,1770628952.5083800
0.95,-62,1770628952.5084800
0.95,-62,1770628952.5085800
0.95,-62,1770628952.5086700
0.95,-62,1770628952.508770
0.95,-61,1770628952.5088600
0.95,-62,1770628952.5090200
0.95,-62,1770628952.5091300
0.95,-62,1770628952.5092100
0.95,-62,1770628952.509360
0.95,-62,1770628952.5094400
0.95,-62,1770628952.509530
0.95,-63,1770628952.5096100
0.95,-63,1770628952.5096900
0.95,-63,1770628952.509780
0.95,-64,1770628952.5098700
0.95,-62,1770628952.5099500
0.95,-64,1770628952.5100300
0.95,-62,1770628952.5101200
0.95,-63,1770628952.5102200
0.95,-64,1770628952.5103100
0.95,-63,1770628952.5103900
0.95,-63,1770628952.5104800
0.95,-65,1770628952.5105600
0.95,-67,1770628952.5106600
0.95,-68,1770628952.5107400
0.95,-69,1770628952.510830
0.95,-69,1770628952.5109100
0.95,-69,1770628952.5110000
0.95,-68,1770628952.5110800
0.95,-68,1770628952.5111700
0.95,-68,1770628952.511260
0.95,-68,1770628952.5113400
0.95,-68,1770628952.5114300
0.95,-68,1770628952.5115100
0.95,-68,1770628952.5115900
0.95,-67,1770628952.511680
0.95,-66,1770628952.511760
0.95,-65,1770628952.5118500
0.95,-66,1770628952.5119300
0.95,-64,1770628952.5120200
0.95,-65,1770628952.5121000
0.95,-66,1770628952.5121900
0.95,-67,1770628952.5122700
0.95,-67,1770628952.5123600
0.95,-65,1770628952.5124400
0.95,-65,1770628952.5125800
0.95,-64,1770628952.5126500
0.95,-63,1770628952.5127200
0.95,-63,1770628952.512780
0.95,-64,1770628952.5128500
0.95,-64,1770628952.5129900
0.95,-64,1770628952.5131200
0.95,-65,1770628952.5131800
0.95,-65,1770628952.5132500
0.95,-65,1770628952.5133100
0.95,-65,1770628952.5133800
0.95,-65,1770628952.5134400
0.95,-66,1770628952.5135100
0.95,-66,1770628952.5135700
0.95,-66,1770628952.5136400
0.95,-66,1770628952.5137
0.95,-66,1770628952.5137600
0.95,-65,1770628952.5138300
0.95,-65,1770628952.5139000
0.95,-65,1770628952.513960
0.95,-66,1770628952.514030
0.95,-66,1770628952.5140900
0.95,-66,1770628952.5141600
0.95,-65,1770628952.5142200
0.95,-65,1770628952.5142800
0.95,-64,1770628952.5143400
0.95,-65,1770628952.514410
0.95,-65,1770628952.5144700
0.95,-65,1770628952.5145300
0.95,-63,1770628952.5145900
0.95,-68,1770628952.514680
0.95,-66,1770628952.5147400
0.95,-65,1770628952.5148000
0.95,-66,1770628952.514870
0.95,-68,1770628952.514950
0.95,-73,1770628952.5150300
0.95,-73,1770628952.5150900
0.95,-69,1770628952.5151800
0.95,-69,1770628952.5152500
0.95,-67,1770628952.5153300
0.95,-70,1770628952.5154000
0.95,-70,1770628952.5154600
0.95,-72,1770628952.5155300
0.95,-73,1770628952.5156400
0.95,-76,1770628952.5157100
0.95,-77,1770628952.5157700
0.95,-75,1770628952.5158300
0.95,-70,1770628952.5159000
0.95,-67,1770628952.5159600
0.95,-68,1770628952.5160200
0.95,-73,1770628952.5160900
0.95,-75,1770628952.5161500
0.95,-69,1770628952.5162100
0.95,-64,1770628952.516280
0.95,-63,1770628952.5163400
0.95,-64,1770628952.5164000
0.95,-63,1770628952.5164600
0.95,-64,1770628952.5165300
0.95,-64,1770628952.5165900
0.95,-64,1770628952.5166500
0.95,-65,1770628952.5167300
0.95,-64,1770628952.5167900
0.95,-64,1770628952.5168500
0.95,-63,1770628952.51692
0.95,-63,1770628952.5169800
0.95,-65,1770628952.5170500
0.95,-65,1770628952.5171100
0.95,-64,1770628952.5171700
0.95,-64,1770628952.5661600
0.95,-65,1770628952.66504
0.95,-63,1770628952.7665900
0.95,-64,1770628952.8656900
0.95,-63,1770628952.9656300
0.95,-64,1770628953.0649000
0.95,-64,1770628953.164730
0.95,-64,1770628953.2648300
0.95,-64,1770628953.3652400
0.95,-64,1770628953.4644200
0.95,-65,1770628953.5667300
0.95,-65,1770628953.6650500
0.95,-65,1770628953.7662600
0.95,-64,1770628953.8646500
0.95,-65,1770628953.9659500
0.95,-64,1770628954.064880
0.95,-64,1770628954.165110
0.95,-64,1770628954.2639600
0.95,-64,1770628954.3651100
0.95,-64,1770628954.4648400
0.95,-64,1770628954.5658500
0.95,-64,1770628954.6642100
0.95,-64,1770628954.7666200
0.95,-64,1770628954.8656700
0.95,-64,1770628954.9649900
0.95,-64,1770628955.0653400
0.95,-64,1770628955.166840
0.95,-64,1770628955.2651200
0.95,-64,1770628955.364350
0.95,-64,1770628955.4656600
0.95,-64,1770628955.5647200
0.95,-65,1770628955.66527
0.95,-64,1770628955.7667100
0.95,-64,1770628955.865630
0.95,-64,1770628955.9658400
0.95,-64,1770628956.0657400
0.95,-64,1770628956.164470
0.95,-64,1770628956.265040
0.95,-64,1770628956.3642000
0.95,-64,1770628956.4646900
0.95,-64,1770628956.564110
0.95,-64,1770628956.6649700
0.95,-64,1770628956.7647700
0.95,-64,1770628956.865810
0.95,-64,1770628956.9655800
0.95,-64,1770628957.0641300
0.95,-64,1770628957.1657700
0.95,-65,1770628957.2648400
0.95,-64,1770628957.3650900
0.95,-65,1770628957.4641600
0.95,-64,1770628957.5652700
0.95,-64,1770628957.6640300
0.95,-64,1770628957.7655900
0.95,-64,1770628957.8649100
0.95,-64,1770628957.9649300
0.95,-65,1770628958.0652300
0.95,-65,1770628958.1643900
0.95,-64,1770628958.2640000
0.95,-65,1770628958.3649400
0.95,-64,1770628958.4666600
0.95,-65,1770628958.5646400
0.95,-65,1770628958.6647300
0.95,-64,1770628958.7657100
0.95,-64,1770628958.8645400
0.95,-64,1770628958.9658100
0.95,-64,1770628959.064980
0.95,-64,1770628959.1648600
0.95,-64,1770628959.2657200
0.95,-64,1770628959.3649100
0.95,-65,1770628959.4654200
0.95,-65,1770628959.56407
0.95,-65,1770628959.6650500
0.95,-65,1770628959.7657800
0.95,-65,1770628959.86566
0.95,-64,1770628959.964920
0.95,-65,1770628960.0659400
0.95,-65,1770628960.1642700
0.95,-65,1770628960.2652900
0.95,-65,1770628960.3657400
0.95,-65,1770628960.4664400
0.95,-65,1770628960.5660700
0.95,-65,1770628960.6675100
0.95,-64,1770628960.768810
0.95,-64,1770628960.8684100
0.95,-64,1770628960.968030
1,-64,1770628976.1500500
1,-64,1770628976.1503000
1,-64,1770628976.1504500
1,-64,1770628976.1506100
1,-64,1770628976.1508300
1,-64,1770628976.1510000
1,-64,1770628976.1511500
1,-64,1770628976.1512400
1,-64,1770628976.1513100
1,-64,1770628976.151380
1,-64,1770628976.1514400
1,-64,1770628976.1515000
1,-64,1770628976.1515700
1,-63,1770628976.15163
1,-63,1770628976.1517000
1,-63,1770628976.1517700
1,-63,1770628976.1518300
1,-63,1770628976.1518900
1,-63,1770628976.1519600
1,-63,1770628976.1520200
1,-63,1770628976.1520800
1,-63,1770628976.1521500
1,-63,1770628976.152210
1,-63,1770628976.1522700
1,-63,1770628976.1523400
1,-63,1770628976.1524000
1,-64,1770628976.1524600
1,-64,1770628976.1525300
1,-64,1770628976.1525900
1,-65,1770628976.152650
1,-65,1770628976.1530600
1,-63,1770628976.1531700
1,-63,1770628976.1532600
1,-63,1770628976.1533300
1,-63,1770628976.1534000
1,-63,1770628976.1534600
1,-63,1770628976.1535400
1,-63,1770628976.1536000
1,-63,1770628976.1536600
1,-63,1770628976.1537300
1,-63,1770628976.1537900
1,-63,1770628976.1538500
1,-63,1770628976.1539200
1,-63,1770628976.1539800
1,-62,1770628976.1540400
1,-62,1770628976.1541100
1,-63,1770628976.154180
1,-63,1770628976.15424
1,-63,1770628976.1543000
1,-64,1770628976.154420
1,-63,1770628976.1544800
1,-63,1770628976.1545800
1,-63,1770628976.15464
1,-63,1770628976.154700
1,-63,1770628976.154770
1,-63,1770628976.154830
1,-63,1770628976.1549000
1,-63,1770628976.1549600
1,-63,1770628976.1550200
1,-63,1770628976.155090
1,-63,1770628976.1551500
1,-63,1770628976.1552100
1,-63,1770628976.1552800
1,-63,1770628976.1553400
1,-63,1770628976.1554100
1,-63,1770628976.1554700
1,-63,1770628976.1555400
1,-63,1770628976.1556000
1,-62,1770628976.1556700
1,-62,1770628976.1557300
1,-62,1770628976.1557900
1,-62,1770628976.1558600
1,-62,1770628976.15592
1,-62,1770628976.1559800
1,-62,1770628976.1560500
1,-62,1770628976.1561100
1,-62,1770628976.156170
1,-62,1770628976.1562300
1,-62,1770628976.1563000
1,-62,1770628976.156360
1,-62,1770628976.156430
1,-62,1770628976.1564900
1,-62,1770628976.1565500
1,-62,1770628976.1566200
1,-63,1770628976.1566800
1,-63,1770628976.156740
1,-63,1770628976.1568000
1,-62,1770628976.1568700
1,-62,1770628976.156930
1,-62,1770628976.1570000
1,-62,1770628976.1570600
1,-62,1770628976.1571200
1,-62,1770628976.1571900
1,-62,1770628976.1572500
1,-62,1770628976.1573100
1,-62,1770628976.1573800
1,-62,1770628976.1574400
1,-63,1770628976.157510
1,-62,1770628976.1575700
1,-61,1770628976.1576400
1,-59,1770628976.157700
1,-59,1770628976.1577600
1,-60,1770628976.1578300
1,-61,1770628976.1579000
1,-61,1770628976.1580000
1,-62,1770628976.1581100
1,-63,1770628976.1581700
1,-63,1770628976.1582400
1,-63,1770628976.1583
1,-63,1770628976.1583600
1,-64,1770628976.1584300
1,-63,1770628976.15849
1,-63,1770628976.1585500
1,-62,1770628976.1586200
1,-63,1770628976.1586800
1,-63,1770628976.1587400
1,-62,1770628976.1588100
1,-62,1770628976.1588700
1,-62,1770628976.1589400
1,-62,1770628976.1590000
1,-63,1770628976.1590600
1,-62,1770628976.1591300
1,-62,1770628976.1591900
1,-61,1770628976.159250
1,-62,1770628976.159320
1,-62,1770628976.1593800
1,-63,1770628976.1594400
1,-64,1770628976.159510
1,-64,1770628976.159570
1,-64,1770628976.1596500
1,-64,1770628976.1597100
1,-64,1770628976.1597800
1,-64,1770628976.1598400
1,-65,1770628976.1599000
1,-64,1770628976.159970
1,-63,1770628976.160050
1,-63,1770628976.160130
1,-62,1770628976.1601900
1,-63,1770628976.1602800
1,-63,1770628976.1603800
1,-63,1770628976.1604500
1,-63,1770628976.160520
1,-63,1770628976.160590
1,-62,1770628976.1606800
1,-62,1770628976.1607400
1,-63,1770628976.160810
1,-62,1770628976.1608700
1,-62,1770628976.160930
1,-62,1770628976.1610000
1,-62,1770628976.1610600
1,-62,1770628976.161120
1,-62,1770628976.1781300
1,-62,1770628976.2787400
1,-63,1770628976.3789100
1,-63,1770628976.4784400
1,-63,1770628976.5788000
1,-63,1770628976.6797600
1,-63,1770628976.7785300
1,-63,1770628976.8777600
1,-63,1770628976.9776000
1,-63,1770628977.0782500
1,-63,1770628977.1797400
1,-63,1770628977.2777000
1,-63,1770628977.3772800
1,-63,1770628977.4786800
1,-63,1770628977.5787800
1,-63,1770628977.6787600
1,-63,1770628977.7787800
1,-63,1770628977.8778200
1,-63,1770628977.9777900
1,-63,1770628978.0778200
1,-63,1770628978.1787500
1,-63,1770628978.2790900
1,-63,1770628978.3778900
1,-63,1770628978.4785700
1,-63,1770628978.5796700
1,-63,1770628978.6785500
1,-63,1770628978.777810
1,-62,1770628978.8796700
1,-63,1770628978.9789200
1,-63,1770628979.0782900
1,-63,1770628979.1786600
1,-63,1770628979.2789700
1,-63,1770628979.3816900
1,-63,1770628979.4785300
1,-63,1770628979.5798800
1,-63,1770628979.677860
1,-63,1770628979.7785500
1,-63,1770628979.8772700
1,-63,1770628979.9787500
1,-63,1770628980.0773700
1,-63,1770628980.1785300
1,-63,1770628980.277850
1,-63,1770628980.377710
1,-63,1770628980.4772500
1,-63,1770628980.5786200
1,-63,1770628980.677260
1,-63,1770628980.7778600
1,-63,1770628980.8784300
1,-63,1770628980.977800
1.05,-63,1770629000.9528200
1.05,-63,1770629000.952920
1.05,-63,1770629000.9530400
1.05,-63,1770629000.9532000
1.05,-63,1770629000.9533200
1.05,-63,1770629000.9534000
1.05,-63,1770629000.9534900
1.05,-63,1770629000.9535800
1.05,-62,1770629000.9536700
1.05,-63,1770629000.9537600
1.05,-63,1770629000.953840
1.05,-62,1770629000.953930
1.05,-63,1770629000.9540100
1.05,-62,1770629000.954100
1.05,-62,1770629000.9541800
1.05,-63,1770629000.9542700
1.05,-62,1770629000.9543700
1.05,-64,1770629000.9544500
1.05,-65,1770629000.9545400
1.05,-64,1770629000.9546200
1.05,-63,1770629000.9547100
1.05,-63,1770629000.9547900
1.05,-63,1770629000.954890
1.05,-62,1770629000.954970
1.05,-62,1770629000.9550600
1.05,-63,1770629000.9551400
1.05,-62,1770629000.9552300
1.05,-63,1770629000.9553100
1.05,-64,1770629000.9554000
1.05,-64,1770629000.9554800
1.05,-66,1770629000.9555700
1.05,-66,1770629000.9557900
1.05,-65,1770629000.9558700
1.05,-65,1770629000.9559400
1.05,-65,1770629000.9560000
1.05,-65,1770629000.9560600
1.05,-65,1770629000.9561500
1.05,-66,1770629000.9562100
1.05,-65,1770629000.9562800
1.05,-65,1770629000.9563400
1.05,-64,1770629000.9564100
1.05,-64,1770629000.95647
1.05,-64,1770629000.9565300
1.05,-63,1770629000.9566000
1.05,-64,1770629000.9567500
1.05,-63,1770629000.9568100
1.05,-62,1770629000.9568800
1.05,-63,1770629000.9569400
1.05,-63,1770629000.9570000
1.05,-62,1770629000.9570700
1.05,-62,1770629000.9571300
1.05,-62,1770629000.957200
1.05,-62,1770629000.9572600
1.05,-62,1770629000.9573200
1.05,-62,1770629000.957390
1.05,-62,1770629000.9574700
1.05,-62,1770629000.957540
1.05,-61,1770629000.9576000
1.05,-62,1770629000.957660
1.05,-61,1770629000.9577200
1.05,-62,1770629000.9577900
1.05,-61,1770629000.9578500
1.05,-62,1770629000.957920
1.05,-62,1770629000.9579800
1.05,-63,1770629000.9580400
1.05,-64,1770629000.9581100
1.05,-63,1770629000.9581800
1.05,-62,1770629000.9582400
1.05,-62,1770629000.9583100
1.05,-61,1770629000.9583700
1.05,-61,1770629000.9584400
1.05,-60,1770629000.9585000
1.05,-61,1770629000.9585700
1.05,-62,1770629000.9586300
1.05,-61,1770629000.9586900
1.05,-61,1770629000.9587600
1.05,-61,1770629000.958820
1.05,-61,1770629000.9588900
1.05,-62,1770629000.9589500
1.05,-65,1770629000.9590100
1.05,-65,1770629000.959080
1.05,-65,1770629000.9591400
1.05,-65,1770629000.9592000
1.05,-64,1770629000.959270
1.05,-65,1770629000.9593300
1.05,-64,1770629000.959390
1.05,-64,1770629000.959460
1.05,-64,1770629000.9595200
1.05,-63,1770629000.959580
1.05,-63,1770629000.9596500
1.05,-63,1770629000.9597100
1.05,-63,1770629000.9597700
1.05,-63,1770629000.959840
1.05,-62,1770629000.9599000
1.05,-62,1770629000.9599600
1.05,-62,1770629000.9600300
1.05,-62,1770629000.9601100
1.05,-62,1770629000.9602000
1.05,-62,1770629000.960290
1.05,-64,1770629000.96037
1.05,-62,1770629000.9604300
1.05,-61,1770629000.9605000
1.05,-62,1770629000.9605600
1.05,-62,1770629000.9606200
1.05,-61,1770629000.9606900
1.05,-62,1770629000.9607500
1.05,-63,1770629000.9608200
1.05,-65,1770629000.960880
1.05,-66,1770629000.9609400
1.05,-66,1770629000.9610100
1.05,-65,1770629000.9610700
1.05,-65,1770629000.9611300
1.05,-66,1770629000.9612000
1.05,-66,1770629000.9612600
1.05,-67,1770629000.9613300
1.05,-66,1770629000.9613900
1.05,-66,1770629000.9614600
1.05,-66,1770629000.9615200
1.05,-66,1770629000.9615800
1.05,-66,1770629000.9616500
1.05,-67,1770629000.9617100
1.05,-68,1770629000.961780
1.05,-68,1770629000.961840
1.05,-67,1770629000.9619000
1.05,-66,1770629000.9619700
1.05,-65,1770629000.9620300
1.05,-64,1770629000.9620900
1.05,-64,1770629000.9621700
1.05,-65,1770629000.9622300
1.05,-65,1770629000.9622900
1.05,-66,1770629000.962360
1.05,-66,1770629000.9624400
1.05,-66,1770629000.9625000
1.05,-66,1770629000.9625600
1.05,-66,1770629000.9626300
1.05,-66,1770629000.9626900
1.05,-66,1770629000.9627500
1.05,-66,1770629000.962820
1.05,-66,1770629000.9629000
1.05,-66,1770629000.962970
1.05,-66,1770629000.9630400
1.05,-65,1770629000.9631100
1.05,-64,1770629000.9631700
1.05,-62,1770629000.9632300
1.05,-62,1770629000.9633000
1.05,-61,1770629000.963360
1.05,-62,1770629000.9634300
1.05,-61,1770629000.9634900
1.05,-61,1770629000.9635500
1.05,-60,1770629000.9636200
1.05,-60,1770629000.9636800
1.05,-59,1770629000.9637400
1.05,-60,1770629000.9638100
1.05,-59,1770629000.9638700
1.05,-59,1770629000.9639300
1.05,-62,1770629000.9640000
1.05,-60,1770629000.9640600
1.05,-61,1770629000.9641200
1.05,-62,1770629000.9642000
1.05,-63,1770629000.964260
1.05,-64,1770629000.9643300
1.05,-68,1770629000.9643900
1.05,-70,1770629000.964460
1.05,-77,1770629000.9645200
1.05,-77,1770629000.9645800
1.05,-76,1770629000.9646500
1.05,-77,1770629000.9647100
1.05,-76,1770629000.9647700
1.05,-74,1770629000.964840
1.05,-75,1770629000.9649100
1.05,-78,1770629000.9649700
1.05,-78,1770629000.9650300
1.05,-78,1770629000.9651000
1.05,-77,1770629000.9651600
1.05,-74,1770629000.9652300
1.05,-74,1770629000.9652900
1.05,-75,1770629000.9653500
1.05,-76,1770629000.9654200
1.05,-76,1770629000.9654800
1.05,-75,1770629000.9655400
1.05,-71,1770629000.9656100
1.05,-71,1770629000.9656700
1.05,-71,1770629000.965740
1.05,-67,1770629000.965800
1.05,-65,1770629000.965860
1.05,-64,1770629000.965930
1.05,-64,1770629000.9659900
1.05,-64,1770629000.9660500
1.05,-65,1770629000.9661200
1.05,-64,1770629000.9661900
1.05,-65,1770629000.966250
1.05,-64,1770629000.9663200
1.05,-65,1770629000.96638
1.05,-66,1770629000.9664500
1.05,-65,1770629000.966510
1.05,-66,1770629000.9665700
1.05,-65,1770629000.966640
1.05,-65,1770629000.96672
1.05,-65,1770629000.9667800
1.05,-66,1770629000.9908700
1.1,-65,1770629013.9277200
1.1,-65,1770629013.9278000
1.1,-65,1770629013.9278600
1.1,-66,1770629013.927940
1.1,-66,1770629013.9280000
1.1,-66,1770629013.9280800
1.1,-65,1770629013.9281500
1.1,-66,1770629013.9282300
1.1,-66,1770629013.9283200
1.1,-65,1770629013.9284200
1.1,-65,1770629013.9285200
1.1,-64,1770629013.9286200
1.1,-65,1770629013.9287200
1.1,-65,1770629013.9288300
1.1,-65,1770629013.9289300
